# version=2017
 permID|  trkSub|mode|stn |sys    | ctr|pos1      |pos2      |pos3      |prog|obsTime                 | ra        |dec        |rmsRA|rmsDec|  astCat|mag   |rmsMag|band| photCat|photAp|logSNR| exp|rmsFit|notes|remarks                                                                 
    46P|   0046P| CCD|J01 |       |    |          |          |          |    |2018-09-15T01:26:43.872Z| 26.09883  |-21.60853  |     |      |   CMC15|15.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|J01 |       |    |          |          |          |    |2018-09-15T01:47:30.624Z| 26.10125  |-21.61244  |     |      |   CMC15|15.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|J01 |       |    |          |          |          |    |2018-09-15T02:08:19.104Z| 26.10375  |-21.61586  |     |      |   CMC15|15.8  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W96 |       |    |          |          |          |    |2018-09-15T07:01:30.144Z| 26.14092  |-21.66758  |     |      |   UCAC4|15.9  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|W96 |       |    |          |          |          |    |2018-09-15T07:40:03.072Z| 26.14538  |-21.67481  |     |      |   UCAC4|15.9  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|F65 |       |    |          |          |          |  02|2018-09-15T11:12:01.152Z| 26.175    |-21.71744  |     |      |   PPMXL|17.6  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|F65 |       |    |          |          |          |  02|2018-09-15T11:13:16.320Z| 26.17517  |-21.71767  |     |      |   PPMXL|17.7  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|F65 |       |    |          |          |          |  02|2018-09-15T11:14:31.488Z| 26.17529  |-21.71792  |     |      |   PPMXL|17.6  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|C10 |       |    |          |          |          |    |2018-09-16T00:40:45.120Z| 26.27713  |-21.87103  |     |      |   UCAC4|16    |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|C10 |       |    |          |          |          |    |2018-09-16T01:18:27.072Z| 26.2815   |-21.87819  |     |      |   UCAC4|16    |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|C10 |       |    |          |          |          |    |2018-09-16T02:06:01.728Z| 26.28717  |-21.88736  |     |      |   UCAC4|16    |      |   R|        |      |      |    |      |     |                                                                        
    46P| ZS9E891| CCD|G96 |       |    |          |          |          |    |2018-09-16T09:09:07.776Z| 26.33917  |-21.96758  |     |      |   Gaia2|13.8  |      |   G|        |      |      |    |      |     |                                                                        
    46P| ZS9E891| CCD|G96 |       |    |          |          |          |    |2018-09-16T09:16:36.192Z| 26.34033  |-21.96975  |     |      |   Gaia2|13.6  |      |   G|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|H47 |       |    |          |          |          |    |2018-09-16T09:23:41Z    | 26.34096  |-21.96989  |0.33 |0.38  |   UCAC4|15.5  |0.07  |   R|   UCAC4|10.4  |1.5   | 166|0.26  |     |                                                                        
    46P| ZS9E891| CCD|G96 |       |    |          |          |          |    |2018-09-16T09:24:02.880Z| 26.3415   |-21.97139  |     |      |   Gaia2|13.5  |      |   G|        |      |      |    |      |     |                                                                        
    46P| ZS9E891| CCD|G96 |       |    |          |          |          |    |2018-09-16T09:31:31.296Z| 26.34208  |-21.97303  |     |      |   Gaia2|13.5  |      |   G|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|H47 |       |    |          |          |          |    |2018-09-16T09:32:57Z    | 26.34204  |-21.97188  |0.25 |0.27  |   UCAC4|15.4  |0.05  |   R|   UCAC4|10.4  |1.53  | 166|0.16  |     |                                                                        
    46P|   0046P| CCD|H47 |       |    |          |          |          |    |2018-09-16T09:37:43Z    | 26.34267  |-21.9726   |0.26 |0.26  |   UCAC4|15.5  |0.06  |   R|   UCAC4|10.4  |1.59  | 166|0.18  |     |                                                                        
    46P|   0046P| CCD|H47 |       |    |          |          |          |    |2018-09-16T09:42:14Z    | 26.34287  |-21.97334  |0.23 |0.23  |   UCAC4|15.5  |0.06  |   R|   UCAC4|10.4  |1.53  | 166|0.15  |     |                                                                        
    46P|   0046P| CCD|H47 |       |    |          |          |          |    |2018-09-16T09:46:14Z    | 26.34371  |-21.97425  |0.27 |0.26  |   UCAC4|15.5  |0.06  |   R|   UCAC4|10.4  |1.51  | 166|0.18  |     |                                                                        
    46P|   0046P| CCD|H47 |       |    |          |          |          |    |2018-09-16T09:50:22Z    | 26.34387  |-21.97521  |0.3  |0.29  |   UCAC4|15.4  |0.06  |   R|   UCAC4|10.4  |1.48  | 166|0.15  |     |                                                                        
    46P|   0046P| CCD|E10 |       |    |          |          |          |  0J|2018-09-16T12:40:22.656Z| 26.36967  |-22.00322  |     |      |   PPMXL|15    |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|E10 |       |    |          |          |          |  0J|2018-09-16T12:41:38.688Z| 26.36971  |-22.00339  |     |      |   PPMXL|15.2  |      |   R|        |      |      |    |      |     |                                                                        
    46P|   0046P| CCD|E10 |       |    |          |          |          |  0J|2018-09-16T12:42:53.856Z| 26.36996  |-22.00364  |     |      |   PPMXL|15.1  |      |   R|        |      |      |    |      |     |                                                                        
